,name,icon_href,date,text,stars,answer
0,Татьяна Дашкова,,2024-01-31 09:04:50,"Очень хорошее отделение банка. Расположено удобно, от метро буквально 1 минута. Работает каждый день, включая выходные, что делает его крайне удобным. Сотрудники прекрасные профессионалы, работают оперативно, предоставляют всю необходимую информацию, консультируют. Внутри банка есть банкомат, удобные места для ожидания. Прекрасное отношение к клиентам. Благодарность сотрудникам и пожелания стабильных успехов банку.",5,"Нам очень приятно, что вы поставили нам высокую оценку. Заходите к нам снова, мы всегда рады встрече с вами!"
1,vera bakshaeva,,2024-03-31 11:45:58,"Удобное расположение, персонал знающий, очень вежливый, грамотно, зная своё дело, отвечает на всё, поставленные вопросы. Всегда подскажет, проконсультирует, как лучше.",5,"Спасибо за положительный отзыв! Поверьте, мы это очень ценим 💙"
2,Дмитрий Васильков,https://avatars.mds.yandex.net/get-yapic/64336/W9DITHIBGqK4dVE2mZxgMO8yMTs-1/islands-68,2024-01-29 09:34:30,"Одно из немногих отделений ВТБ, где есть обслуживание Привелегия и работает по субботам. Обслуживание понравилось, персонал вежливый и профессиональный, посетителей немного.",5,"Спасибо, нам очень приятно получать обратную связь 💛"
3,Алексей И.,,2023-12-30 21:10:18,"30.12.23 хотел открыть счет для перевода на него денег с другого банка и открытия вклада уже дома онлайн. Отстояв очередь, минут 20, подошел к менеджеру и озвучил просьбу. Предложили завести карту, я отказался, не нужна, просто завести счет, чтобы я мог совершать с ним операции онлайн. Девушка поняла и стала оформлять. Скан всего паспорта, смс-пароли, фото и прочее... в итоге ответ: нет, без карты нельзя. Вход в ЛК только по номеру карты. 
1) Зачем тогда все эти операции? Сразу же сказал, карту не возьму, принципиально, только счет открыть.
2) Прямо сейчас вхожу в свой уже не нужный ЛК по смс-паролю, без карты.
В других банках есть счета и без карт. А тут невозможно. Жаль.",2,"Спасибо за отзыв. Обязательно проведем проверку в данном отделении.

Подключить ВТБ Онлайн можно в офисе Банка без оформления банковских продуктов. Необходимо только заключить Договор комплексного обслуживания для того, чтобы вам был доступен полный спектр операций и услуг в личном кабинете.

Приносим извинения за произошедшую ситуацию."
4,AKROARTURSUKURKIN,https://avatars.mds.yandex.net/get-yapic/42215/7foPdEOjaKEWq9QZHJPtXvK5UW4-1/islands-68,2023-11-13 05:18:53,"Одно из отделений банка ВТБ на Профсоюзной 12 , очень удобный офис! Просторно , быстро обслуживают! Рекомендую для операций и в здании есть другие компании которые можно посетить!",5,"Спасибо, нам очень приятно получать обратную связь 💛"
5,Татьяна,https://avatars.mds.yandex.net/get-yapic/24700/enc-0674422491bbc7c4abe77ef05d2cee9298eee9008467e0d4eb455d6405be2647/islands-68,2024-04-10 13:51:55,"Очень хорошее отделение. Всегда выручают. Сотрудники очень доброжелательные и заинтересованы в том,чтобы вам помочь. Всё чётко и понятно.",5,
6,Светлана К.,https://avatars.mds.yandex.net/get-yapic/43978/WtuOrAMSJKmlF9wFQDCMFuqCk0-1/islands-68,2023-11-18 10:21:46,"В отделении 2 сотрудника и огромная очередь, чтобы открыть счет в банке сидим с мужем уже час, так как обслуживает из двух сотрудников только один.
Второй сотрудник мог бы помочь обслужить клиентов, чтобы сократить время ожидания, но она очень надменна и обслуживает только клиентов из пакета привилегии.. Что за пакет, если мы новые клиенты.

Это ужасно. 21 век и такая очередь!!!",1,"Понимаем, что при обращении в Банк клиент ожидает получить оперативное и профессиональное решение имеющихся вопросов. Обратная связь помогает понять, над чем нам необходимо работать особенно усердно. Обязательно передадим руководству офиса этот отзыв для проверки и принятия необходимых мер.
Примите, пожалуйста, наши извинения за неудобства. Надеемся, что при следующих посещениях не заставим вас долго ждать."
7,поникарова александра,,2023-12-11 16:51:31,"Добрый день.Периодически возникает потребность обращаться в отделение банка,но.Сейчас набрали таких работников,что слов нет.Последний визит ожидание в очереди в 11 часов утра составило более40 минут.",1,"Хотим извиниться перед вами за долгое ожидание. 40 минут - действительно недопустимо. Мы передадим ваш отзыв руководителю отделения и вместе разработаем комплекс мер, которые не позволят ситуации повториться."
8,светлана абелова,,2023-11-29 12:23:14,"Персонал очень отзывчивый,особенно Маргарита.Спасибо ей за профессионализм, очень помогла нам.",5,"Спасибо за пятёрку и за то, что так высоко оценили работу нашего сотрудника 👍"
9,Анастасия Кондратьева,https://avatars.mds.yandex.net/get-yapic/30955/YduOie50Kh5WJDbnINS6GOlxMY4-1/islands-68,2023-08-11 13:09:57,"Небольшое отделение банка. В жаркую погоду комфортно находиться - есть кондей. Очереди в будние в первой половине дня нет, не заставляют тебя ждать. Быстрое обслуживание на сколько это возможно, всё зависит от скорости компьютера.",5,"Рады видеть, что вы оценили нас на 5 ⭐"
10,Анна Шелестова,https://avatars.mds.yandex.net/get-yapic/49368/kqPdq8HkOe5uT3FaaOlEsEDw6s-1/islands-68,2023-04-25 11:50:20,"Максимально ужасный сервис. Заточенные на продажи менеджеры, которым наплевать на твои вопросы. Для того чтобы закрыть брокерский счет надо было объехать несколько отделений, потому что не во всех отделениях есть такого отдел. В банке нет отдела инвестиции? Даже странно. И в этом «замечательном» отделении мне сказали что пока я не стану клиентом банка, счет не закроют. Что за бред? Зачем мне становиться держателем карты ВТБ для того чтобы расторгнуть договор? Я думаю что менеджер за подобную услугу получил бы поощрение в виде кешбека за привлечение еще одного клиента. Крайне недовольна сервисом данного отделения. А поддержка проинформировала что нужно было вызывать управляющего.",1,"Мы обязательно обсудим с руководителем офиса все детали, описанные в отзыве, и учтем ваши замечания. Примите, пожалуйста, наши извинения."
11,Ruslan Nigmatullin,,2024-02-02 19:01:14,Всё по делу и четко. Оператор Кристина молодец и профессионал,5,"Спасибо за отзыв. Так приятно, что вы поставили нам высокую оценку 👍"
12,Наталия Полетаева,https://avatars.mds.yandex.net/get-yapic/50595/3J7dbMJP6awSO7vLu8BM50SiRQ-1/islands-68,2023-02-24 16:25:30,"Хорошо, быстро, четко, очереди нет, а парковка есть, правда платная🤨 но недорогая. Тетка с фотоаппаратом ходит рядом и бдит, лучше заплатить",5,"Спасибо вам, очень приятно получать обратную связь 🙏👌 Приезжайте ещё 💛"
13,Лариса Алаторцева,,2022-02-19 16:55:11,"Не первый раз посещаю именно этот офис ВТБ. Очень нравится здесь всё. Удачное расположение,близость метро. Достаточно большой зал для клиентов. Всегда вежливые и готовые помочь сотрудники. Во время ожидания были предложены напитки. Очень приятная обстановка, спасибо!",5,
14,Никита Козлов,https://avatars.mds.yandex.net/get-yapic/21493/enc-7a6ded9006a464da2e6c1493a919a0b698eee9008467e0d4eb455d6405be2647/islands-68,2023-03-28 10:19:38,"Хуже не встречал банка. Обещали одни условия для юр лица, втихую сделали другие, потерял много времени и 7800 рублей. Перед этим долго упрашивали и рекламировали какие они прекрасные. Приложение для дбо работает нестабильно, слетает, не видит сертификат. На претензии не отвечают, взаимосвязи между сотрудниками скорее нет. Советую обходить стороной. Как физ лицо в целом без нареканий.",1,"Поверьте, мы стремимся быть лучше. Обратная связь нам помогает понять наши проблемы и принять меры для улучшения сервиса и обслуживания. Благодарим вас за отзыв."
15,Alexander P.,,2023-11-22 12:22:12,"Офис ВТБ в котором нет директора!
Поэтому никаких действий чуть сложнее обычных выполнять не могут.",1,"Сожалеем, что обслуживание в нашем офисе доставило вам неудобства. Мы обязательно подробно обсудим данный отзыв с руководством отделения и организуем мероприятия по повышению качества обслуживания. Примите, пожалуйста, наши извинения, исправимся."
16,Александр Овчинников,,2023-10-03 18:55:00,"Супер офис. Открывали сейф. Моментально, профессионально.",5,"Благодарим за положительный отзыв о нашей работе! Рады, что вы остались довольны 🙂"
17,Фатима Шейхалиева,,2022-07-22 16:39:12,"Полчаса ожидания при неработающей электронной очереди, завершились вызовом клиента пришедшего позже меня, просто потому что клиент ранее в течении дня был у менеджера, она решила принять его, на мою комментарий что я пришла раньше на 20 минут и на 9 месяце беременности мне физически тяжело ждать , менеджер сухо ответила подождите, отвратительное настроение на целый день, хамство и непрофессионализм сотрудника, никому не советую офис на Ульянова 24",1,
18,Дмитрий Ковалев,,2023-05-24 08:05:41,"Хорошее обслуживание, персонал быстро , и вежливо реагирует на вопросы клиентов",5,"Дмитрий, спасибо за теплые слова. Довольные клиенты - наша лучшая награда."
19,Кирилл Владимирович,https://avatars.mds.yandex.net/get-yapic/62162/tCYq4c2RnxZ4uQtxmfbfm0AK9T0-1/islands-68,2024-02-24 11:47:59,"Хороший банк, грамотные специалисты",5,"Спасибо, что выбрали наш Банк. Уверены, что в будущем наше сотрудничество будет таким же положительным 👌"
20,Игорь Курносов,https://avatars.mds.yandex.net/get-yapic/43473/eNzDkXOaKNs3qlwScuCncJwOpQ8-1/islands-68,2022-03-11 11:08:13,"Второй раз в отделении. Первый раз стоял в кассу с 13.48 до 18.37 ч., да наплыв клиентов в кассу был большой, человек 20-30, но если было так много заказов, можно было вызвать второго кассира? Сегодня зашёл забрать карту, передоной 10 человек, сотрудник сказал, что ждать не менее 1 часа!!! Работают два окна - 3 и 4, в 5 сотрудник на обеде, но три сотрудника по работе с VIP-клиентами сидят ""бамбук курят"", а на просьбу выдать карту-пластик отправляют в 3,4 или 5 окно.",1,"Поверьте, мы всегда стремимся быть лучше. Действительно, вопрос очереди требует незамедлительного решения. Нам важно, чтобы каждый клиент мог решать вопросы без длительного ожидания. Продолжим работу в данном направлении. Надеемся, что в дальнейшем мы не заставим Вас ждать."
21,Дмитрий Еремеев,https://avatars.mds.yandex.net/get-yapic/15298/enc-0a639cbd846bc7f81503602542b575268983ea4af2bfa8955c77a02ebd74b280/islands-68,2022-07-26 13:48:23,"Отделение Профсоюзная 12. Электронная очередь не работает. Вернее табло как бы горит, но прием не двигается. На приеме всех физ.лиц один человек. При этом три человека обслуживают юр.лиц которых нет. Что начинается дальше, объяснять не нужно. 
Но всегда подойдёт улыбчивый молодой человек и скажет все хорошо. И если даже вы один, время реального ожидания 40 минут. 
Сервис. Наслаждайтесь.",1,
22,Юрий,https://avatars.mds.yandex.net/get-yapic/21493/enc-c1be6a2bf045022f1a7054bc6abe7d1f/islands-68,2023-05-06 09:37:43,"Всё очень долго. Куча времени чтобы просто открыть накопительный счет. Куча бумаг, куча действий с их интернет-банком.",3,"Поверьте, мы стремимся быть лучше. Обратная связь нам помогает понять наши проблемы и принять меры для улучшения сервиса и обслуживания. Благодарим вас за отзыв."
23,Здоровцева Лика,,2023-03-18 18:30:30,"Шанхай!
Удивительно, что в стремительно меняющей свой облик Москве, сохранилось это здание, прям попала в 90-е)).",2,Спасибо за отзыв! Приняли во внимание.
24,Екатерина Ек,,2021-08-24 16:11:12,"Пришла в отделение 24.08.2021 в 18:37,чтобы внести средства на счёт. Огромная очередь из клиентов и при этом работает всего два окна. Сейчас время 19:15 и очередь все ещё на месте, деньги на счёт я так и не смогла внести. Кто такой умный, что составил так 'грамотно' график работы сотрудников, оставив всего два работающих человека в самый час-пик?? Доп звезда только за вежливость девушки на входе.",2,
25,Владимир Боданов,,2023-06-03 17:13:40,"Всегда мало людей. Поэтому быстро...
Платная парковка.",5,"Благодарим. Нам очень важно, чтобы каждый клиент оставался доволен 😃"
26,Елена Н.,https://avatars.mds.yandex.net/get-yapic/63256/enc-ac91e3707943352073e397fef24473c21e19cd735cf3e808737bbff75cdad5ea/islands-68,2020-12-31 13:05:20,"В июне 2020г открывала ИП (небольшая внешнеэкономическая деятельность с Казахстаном).
В интернете шли предложения от банков. Обзвонила - посчитала. Самым внятным консультантом по телефону и по цене обслуживания оказался ВТБ банк. 

Территориально мне удобен офис на Профсоюзной ул, д.12 (отделение Академический).
1) Представители банка сами оформили все документы для регистрации ИП и зарегистрировали (бесплатно).
2) Открыли счет (первый год обслуживания бесплатно).
3) Установили интернет-банк (отличная поддержка по телефону) и приложение на телефон (помогли в офисе), выпустили мультикарту.

Прошло 6 мес. – мой вывод – очень довольна и банком и обслуживанием.

1) Отличные сотрудники, которые и создают атмосферу дружелюбия. 
 Хочется отметить Оксану Ануфриеву и Марию Асоскову - очень компетентные, спокойные, оперативные. Ответ получала буквально на каждый вопрос, дают рекомендации, какие тарифы эффективней и многое другое.
2) По ВЭДу очень хорошо консультируют по телефону, дозвониться легко. Мне помогала всегда Галина (фамилию, к сожалению, не знаю). 
3) Очередей нет никогда, ожидание не более 5 мин.
4) Лимиты и комиссии по операциям - адекватные.
5) Лучшая поддержка по телефону (есть с чем сравнить).
 
Сотрудникам отделения на Академической большое спасибо за их отношение к клиентам. Однозначно рекомендую этот банк для обслуживания. Спасибо Вам!",5,
27,Татьяна Ямскова,https://avatars.mds.yandex.net/get-yapic/30955/nxhr0SqoVJxOY4LXiCPjh4JBRZg-1/islands-68,2022-06-04 19:13:50,"Здесь можно получить электронную подпись для индивидуального предпринимателя. Потратите около получаса. Печать ИП не понадобилась. Очень удобно, документов минимум!",4,
28,Иван Васильев,https://avatars.mds.yandex.net/get-yapic/57243/ZMKDZKqfYNqUPF9a2tHFbKHu0o4-1/islands-68,2023-07-07 17:30:42,"Кресел для менеджеров банка много, а самих менеджеров МАЛО! Уловили иронию ?",3,"Позвольте поблагодарить вас за обратную связь, которая позволяет нам эффективнее работать над улучшением качества обслуживания. Обязательно обсудим с руководителем офиса ваше замечание. Приносим извинения за возможные неудобства."
29,Александр Зайцев,,2022-12-14 17:19:54,"Обслуживание , персонал, время ожидания, отношение к клиентам, доступность к банкоматам 24/7",5,Довольные клиенты - наша лучшая награда. Благодарим за высокую оценку нашей работы.
30,Ольга Чернышенко,,2022-08-30 11:34:22,"Талоны на очередь не выдаются, очень медленное обслуживание, очень долго нахожусь в отделении, вопрос решить не получилось",1,"Ольга, спасибо за отзыв. Обязательно проведем проверку в данном отделении 👌"
31,Dasha Savastyan,https://avatars.mds.yandex.net/get-yapic/50595/ssfYPTXlSymISAe5LUwZh4Of834-1568210561/islands-68,2022-11-28 15:29:36,"На все отделение с 18 до 19 в будний день работает одна девушка, которая к тому же и не особо спешит",1,"Благодарим за подробное описание ситуации, выясним причины такого построения графика работы сотрудников и проведем работу для ускорения обслуживания, а также для повышения комфортности."
32,Игорь Ир,,2023-09-12 15:29:14,"Приехал в субботу забрать карту. Просидел 45 минут. Только потом сказали, что карту не выдадут, т.к. не работает единственный сканер.",1,"Примите, пожалуйста, наши извинения."
33,Андрей Гребеник,https://avatars.mds.yandex.net/get-yapic/45566/RtQUTk6jtk1LiYXvrpJcTKnmc-1/islands-68,2022-07-20 15:31:22,"Очередь из семи человек, принимают два сотрудника, полупустой офис и никакого движения за 15 минут. Поехал в другое отделение.",2,
