,name,icon_href,date,text,stars,answer
0,ООО ТД Оксинит / ИП Паршукова Наталья Петровна,,2023-11-30 09:13:46,"Здравствуйте! 29 ноября 2023г. я обратилась за консультацией по открытию вклада в офис банка «ВТБ» по адресу: г.Киселевск, ул.Советская,14. 
Хочу выразить благодарность сотруднику банка Бирюковой Екатерине проявившей похвальные доброжелательность и внимание, за отличное обслуживание и четкую информацию по моим вопросам. 
Рекомендую данный банк в целом. Лояльное отношение к клиентам. 
Порадовало отсутствие очереди и быстрое обслуживание.",5,"Благодарим за отзыв. Мы стремимся предоставлять нашим клиентам качественное обслуживание и рады, что вы оценили это. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту, и мы рады, что вы ощутили это на себе. Приходите к нам почаще!"
1,Мария Горбунова,https://avatars.mds.yandex.net/get-yapic/21377/enc-a3bfbfd559fb1e75742176964410b3f2b36f6645d0e7a1630d1f853ce42735a3/islands-68,2023-12-17 12:54:18,"Вежливая менеджер, все объяснила по кредитам, провела расчет. Подробно рассказала как это работает. Открыли дебетовый счет и карту ВТБ. Позднее перезванивает спрашивали есть ли вопросы по кредитованию. Хорошее впечатление",5,"Приятно, что вы поставили нам высокую оценку и отметили работу сотрудника 👍"
2,Елизавета Мочалова,,2024-03-07 12:29:13,"Очень хороший банк, Екатерина лучший работник этого банка, очень отзывчивая и прекрасно справляется со своей работой!!!",5,"Спасибо за высокую оценку и за то, что отметили работу сотрудника 👍"
3,Марина ч,https://avatars.mds.yandex.net/get-yapic/68143/enc-cf7bc90fa62f282ddb9f08327c766cd387f6f0e261b755fc40ba2f4723f0125d/islands-68,2024-04-13 10:09:57,"Уж очень бы хотелось, чтобы как минимум подход к банку в зимнее время года был чистым. Ступеньки вечно завалены так, что подниматься невозможно. Жаль, фото зимой не сделали.",3,
4,Инна Нечаева,,2023-04-04 13:31:02,"Небольшое отделение банка, где ответственные сотрудники терпеливо и подробно проработают ваш вопрос. Банкоматы в легкой доступности, время ожидания разное: все зависит от сложности решаемого вопроса. Однако ипотеку оформят только в Новокузнецке😔",5,"Огромное спасибо за приятный отклик 💛 Рады, что смогли помочь в решении вопроса 😉"
5,Вера Л.,https://avatars.mds.yandex.net/get-yapic/39803/ujAkLZXfdmF3n8ZCeHsNhZrZMg-1/islands-68,2023-11-24 08:35:26,"Загорелась моя очередь на окошке, как- будто можно подходить. Подошла, а женщина передо мной еще не прошла. В итоге долго просидела и горела моя очередь.",2,"Сожалеем, что возникла подобная ситуация. Мы всегда стремимся быть лучше, поэтому надеемся, что в дальнейшем ваш опыт взаимодействия с ВТБ будет исключительно положительным."
6,Василий Полехин,,2024-03-10 07:54:57,Самый лучший банк в нашем городе. Работа персонала на высоте,5,"Спасибо за положительный отзыв, нам очень приятно 👍"
7,Кайрат Какиев,,2023-09-26 14:10:10,"Грубый персонал, на обращения клиентов. Отзываються в помощи клиентам с большим не желанием. Сидят в телефоне. Друг другу отправляют клиентов",2,"Кайрат, сожалеем, что обслуживание в нашем офисе доставило вам неудобства. Мы обязательно организуем встречу с его руководителем и сотрудниками, на которой обсудим вопросы повышения качества и соблюдения стандартов обслуживания клиентов. Примите, пожалуйста, наши извинения."
8,Марфа,https://avatars.mds.yandex.net/get-yapic/42215/enc-0af795833cd0018ba5b6359383aa0a449e1e12cdbed9c19d71a53c24701cf647/islands-68,2023-07-18 12:09:05,"Хороший банк, отличный персонал, быстрое, качественное обслуживание.",5,"Спасибо, что доверяете нам! Постараемся и дальше соответствовать вашей пятёрке 💪"
9,Андрей Николаевич П.,https://avatars.mds.yandex.net/get-yapic/57243/eW2AI0rvFY5gPNjQYcjjDpwp30-1/islands-68,2023-07-10 13:26:34,Обслуживание грамотным персоналом. Внимательным и доброжелательным,5,"Рады, что вам понравилось. Ждем вас снова 😃"
10,Владимир Михайлович Стоцкий,,2021-12-21 07:17:19,"Какой то кошмар творится после посещения банка.Намерение было получить кредитную карточку Всё как то изначально не заладилось , после того как получил номер на очередное обслуживание. После нескольких минут ожидания , хотя и посетителей было мало, обслуживались они как то вяло.Оценив обстановку, решил сделать платежи через банкомат.Это был первый ляп . Первый банкомат выплюнул ону из внесённых купюр, как не распознанную. Второй и третий сделали то же самое.На четвёртом повезло.Радостно побежал в зал по обслуживанию клиентов.Но радость оказалось преждевременной. Не смотря на то, что горела приглашающая меня надпись к № 7 окну, место было занято другим. В общем резюме вынес оператор такой: А, где же вы были? Идите и берите номер вновь.Возражать я не стал, отчасти она права. Но, тогда почему не внесла изменения в информационное табло? Пустячок? Да ладно! Но это было только развитие приключений . Загорелась инфо, что я могу подойти к окну № 6. Встретили казённым вежливым приветствием, подчеркнули заботу банка о клиенте,высказали как банк счастлив что я обратился именно к ним. В общем успокоили, и я расслабился. И КАК ОКАЗАЛОСЬ ЗРЯ. В общем была проделана некая работа с фото моего фейса, данными о моих доходах и т.д. А результат :отказ в предоставлении мне такой карты банком , но это со слов работника банка. И это оказалось не правдой мягко говоря. И СМС на телефоне свидетельствовали об обратном : Вам одобрено....Вообщем вернулся домой ""не солоно хлебавши"". Но и это ещё не всё. Придя домой обнаружил , что нет доступа через интернет -банк по причине неправильных действий его сотрудника: ввела в систему номер телефона с ошибкой. В результате смс о подтверждении операции идут не известно какой номер. Но об этом я узнал только на третий раз обратившись по горячей линии придя домой , проявив решимость и настойчивость , требовательность и т.д.Но и только. Пишу эти строки не имея доступа к мобильному банку уже целые сутки. Не имея возможности позвонить в местное отделения потому, что мне и в этом отказано. Сами операторы так же отказались решать подобную ситуацию, кивая на сотрудников местного отделения, к которым я должен явится вновь. А там всё по отработанной схеме, номер клиента, неторопливая работа персонала с низкой квалификацией и т.д . В общем как кому повезёт. А стоит ли?",1,
11,Павел Колесников,,2024-02-27 12:30:49,Прикольные сотрудники молодцы,5,"Довольные клиенты - наша лучшая награда. Спасибо за то, что так высоко оценили нашу работу 👍"
12,私に話をしないでください、私は速く興味を失っています。,https://avatars.mds.yandex.net/get-yapic/44850/yfQGH6iJwc5CuyaCsWSO6wVD8-1/islands-68,2023-12-16 11:47:01,Там очень тепло и оттуда не выгоняют💟,5,"Рады видеть, что вы оценили нас на 5 ⭐"
13,Юлия Астанина,https://avatars.mds.yandex.net/get-yapic/54535/TbG0ucGR2rIXgzVWevSLpGaqEog-1/islands-68,2022-09-22 15:31:38,"Услуги и предложения очень устраивают, единственно не так быстро идет обслуживание, но это мало персонала. А так ок",5,"Юлия, так приятно, что вы по достоинству оценили нашу работу! Это очень ценно для нас. Постараемся и дальше соответствовать вашей пятерке))"
14,Станислав Харитонов,https://avatars.mds.yandex.net/get-yapic/20706/enc-949d45eeae5c991c1df5bb9dad8002479032c614e888b6cf95ebf514abf7e504/islands-68,2023-06-18 16:31:29,"Можно снять без комиссии в банкомат, плохо что только 100000.ну за несколько операций можно",5,"Станислав, спасибо за пятёрку! Рады, что вы довольны 🙂"
15,Наталья К.,,2023-01-09 09:45:05,"Вокруг ВТБ банка, очень много мошенников Не с одного используемого банка нет столько звонков как с ВТБ о якобы заявках на онлайн кредит",4,"Случается, что третьи лица звонят (осуществляют рассылку смс-сообщений) клиентам Банка и представляются сотрудниками Банка или межбанковских технических служб. На сайте банка собрана информация, которая поможет защитить себя от мошенников: https://www.vtb.ru/bezopasnost/?text=undefined"
16,Инкогнито 4021,,2024-04-12 06:08:05,"Хороший банк,советую.",5,
17,Евгений Вагнер,,2023-12-21 12:54:02,Оперативно супер,5,"Рады, что вам понравилось. Не зря стараемся 😃"
