,name,icon_href,date,text,stars,answer
0,Анна Антонова,https://avatars.mds.yandex.net/get-yapic/26311/x7BejoMdN69xFsGI6jhS6NeFbGA-1/islands-68,2024-02-16 21:29:27,"Очень удобно расположен банк, большое количество банкоматов, можно и снять и положить денежные средства. Персонал не проверяла на качество, но для быстрых операций достаточно",5,"Спасибо, рады стараться для вас 😃"
1,822868 Коршунов,,2023-07-28 12:57:37,"Прекрасное отделение банка ВТБ. Всегда большое удовольствие при обращении за банковскими продуктами. Вежливый, доброжелательный и профессиональный персонал. Всегда подскажут, порекомендуют. Спасибо!",5,"Так приятно, что вы по достоинству оценили нашу работу! Это очень ценно для нас. Постараемся и дальше соответствовать вашей пятёрке 👌"
2,Светлана Кулешова,,2024-01-27 14:34:58,"Очень замечательный офис, вежливые, компетентные сотрудники всегда готовые помочь и ответить на любые интересующие вопросы.",5,"Благодарим за отзыв. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту, и мы рады, что вы ощутили это на себе. Приходите к нам почаще!"
3,Марат Г,,2024-02-26 08:19:49,Низкое качество клиентского сервиса. Отсутствие клиентоориентированности и коммуникативных навыков у персонала. Недостаточный уровень квалификации у ряда сотрудников.,1,"Благодарим вас за обратную связь.

Ваши замечания незамедлительно направим ответственным руководителям с целью улучшения клиентского сервиса и реализации мер, которые обязательно будут направлены на повышение качества предоставляемых услуг.

Приносим извинения за доставленные неудобства!"
4,Игорь Рекец,,2023-12-15 09:23:55,"Замечательное отделение, вежливые, компетентные и отзывчивые сотрудники! Респект Руководителю Офиса!",5,"Спасибо, что поделились своими впечатлениями. Мы очень ценим обратную связь 💛"
5,Ксения Иванова,,2023-12-21 10:14:43,"Пришла на консультацию с дальнейшим намерением открыть накопительный счет. Как только менеджер Екатерина узнала, что я не премиум клиент, тут же потеряла ко мне и моим вопросам интерес. Консультаций я никаких не получила, как я поняла, будущие клиенты банка в этом отделении никому не интересны и не нужны.",1,"Мы любим и ценим всех наших клиентов 💛

Позвольте пояснить, что существуют отделения, которые обслуживают только клиентов пакета «Привилегия».

Клиенты пакетов «Мультикарта» могут подобрать удобное для них отделение по звонку в наш контактный центр на короткий номер 1000 или на нашем официальном сайте: online.vtb.ru/map/offices/"
6,Наталья С.,,2023-05-26 14:09:28,"Само отделение хорошее, не требуется ждать в очереди, вопросы решают быстро.
Ставлю 1 звезду за отношение банка к деньгам клиента.
Нет заботы о деньгах клиента. 
Было 2 ситуации за полгода (!).
В первой ситуации была задержка поступления денег на счет, в связи с чем была утрата выгоды. Но здесь компенсировали сумму, хотя пришлось приложить много усилий для этого (!).

 Во второй ситуации списали деньги за комиссию, не уведомив заранее. А потом еще и отказались вернуть списание, ссылаясь на то, что где-то что-то прописано.

Клиентоориентированность минимальна.",1,"Наталья, благодарим вас за отзыв. Нам искренне жаль, что вам пришлось столкнуться с трудностями в процессе взаимодействия с нашим Банком. Обратная связь помогает понять наши проблемы и принять меры для улучшения сервиса и качества обслуживания. Продолжим работу в данном направлении.

Также позвольте отметить, что тарифную информацию мы никогда не скрываем. Предупреждаем про изменения в смс-сообщениях, в личном кабинете ВТБ Онлайн, на сайте Банка.

Надеемся на дальнейшее сотрудничество."
7,Елена,,2023-04-11 12:03:07,"Замечательное обслуживание! Персональный менеджер Анастасия Р. грамотно всё рассказала по продуктам банка! Всё достойно,вежливо и культурно. А главное-профессионально! Рекомендую!",5,"Елена, так приятно, что вы поставили нам высокую оценку и отметили работу сотрудника!"
8,Олег Злобин,https://avatars.mds.yandex.net/get-yapic/28439/D0cG4XUyurydyD8SPpf8vBq75A-1574135516/islands-68,2024-03-25 15:34:03,"Если вы являетесь клиентом ВТБ, но не являетесь участником программы ВТБ Привилегии, то вас отказываются обслуживать. Ощущение что пришел не в тот банк, хотя название вроде бы одно",1,"Нам очень жаль, что у вас сложилось негативное впечатление о Банке. ДО «На Мытной» - отделение премиального обслуживания, здесь осуществляется обслуживание клиентов с пакетом «Привилегия».

Данная информация размещена в открытом доступе на нашем сайте online.vtb.ru/map/offices/, а также на данном сервисе в разделе «Особенности».

Приносим извинения за возможные неудобства!"
9,Elena Baranova,https://avatars.mds.yandex.net/get-yapic/56823/k0VsuMhNx311D1AKMHidRC0DgU-1/islands-68,2022-09-05 20:26:22,"Считаю это отделение самым лучшим в формате ПРИВЕЛЕГИЯ по городу Москве 
Всегда гостеприимный коллектив , вежливые , учтивые и грамотные . Консультации по финансовым вопросам - это к ним ! Какой директор , такая и команда ! Все логично .",5,"Нам очень приятно получать слова благодарности от наших клиентов и наблюдать высокий балл, которым вы оцениваете работу Банка."
