,name,icon_href,date,text,stars,answer
0,fialka l.,,2023-11-16 15:15:32,"Бываю довольно часто как клиент банка в данном офисе. во первых удобное расположение, кто пользуется общественным транспортом - рядом с метро, во вторых всегда вежливый и доброжелательный персонал. Приветливы, все аккуратно одеты, всегда представляются. Обслуживание профессиональное, главное директор часто выходит в зал и уточняет по какому вопросу клиенты пришли чтобы помочь пока сотрудники заняты другими клиентаии. Для директоров это большая редкость. Сразу чувствуется что он заинтересован в каждом клиенте и уважает нас)",5,"Довольные клиенты - наша лучшая награда. Благодарим за то, что так высоко оценили нашу работу 💛"
1,Маргарита Д.,,2024-04-02 16:51:49,"Обратилась сегодня с нетривиальным запросом, сотрудники другого отдела никак не могли понять что со счетом, помог руководитель офиса, очень приветливый, доброжелательный человек, сделал для решения максимально все что было можно и это точно было за рамками инструкций, вопрос решился, не быстро, но и ситуация непростая была. Очень благодарна за человеческое отношение! Искренне рекомендую это отделение!",5,"Благодарим за отзыв. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту, и мы рады, что вы ощутили это на себе. Приходите к нам почаще!"
2,Инкогнито 6978,,2023-11-27 15:52:49,"5+, Хорошее отделение, понравилась сотрудник Юсуфи Неля очень хорошо прокомментировала, очень тактичный сотрудник, профессионально все рассказала",5,"Спасибо за высокую оценку и за то, что отметили работу сотрудника 👍"
3,Анастасия,,2024-01-22 16:15:43,"Постоянно обращаюсь в данное отделение ,тк живу рядом, очень грамотный персонал, всегда стараются помочь и разобраться в ситуации, даже руководитель офиса мужчина всегда старается взаимодействовать с клиентами, что очень приятно!)",5,"Для нас очень ценно то, что вы остались довольны визитом к нам и поставили столь высокую оценку нашей работе. Постараемся и в дальнейшем радовать вас 🙂"
4,Mary,https://avatars.mds.yandex.net/get-yapic/63256/3XYTVOWyxzZDXm2wH5hbyQfLTo-1/islands-68,2024-01-21 19:16:29,"Хорошее отделение. Сотрудники вежливые и внимательные, быстро помогли в решении моего вопроса. Ожидала всего 5 минут. Спасибо большое!",5,Спасибо за приятный отзыв. Довольные клиенты - наша лучшая награда 👍
5,Виктория М.,,2023-10-20 13:05:38,"Очень внимательный сотрудник в окошке 6 Ольга(могу ошибаться).Все рассказала,помогла перевести пенсию в ВТБ,установила приложение.Огромное Спасибо!!! Отличный сотрудник!",5,Довольные клиенты - наша лучшая награда 👍
6,Владимир Зубков,,2024-02-14 10:52:15,Спасибо сотрудникам банка за внимательное отношение к клиентам. Особенно хочется отметить Чибисову Марьяну за терпение у которой мы были несколько раз. Рекомендую этот банк и данное отделение всем остальным!,5,"Спасибо, нам очень приятно получать положительную обратную связь 👍 Приезжайте ещё 💙"
7,Эльдиар Т.,,2023-10-21 19:20:38,"Удобно, очень приятный и приветливый персонал. Профессионально и быстро решают вопросы.",5,"Благодарим, что уделили время для оценки работы наших специалистов! Постараемся и дальше соответствовать вашей высокой оценке 😊"
8,Зайнап Султанаева,,2024-01-21 19:24:58,"Бывала уже несколько раз! Очень приятное обслуживание, внимательные и вежливые сотрудники! Рекомендую!",5,Спасибо за приятный отзыв. Довольные клиенты - наша лучшая награда 👍
9,Инга Осипова,,2023-10-24 16:50:49,"Научите сотрудников работать с терминалом вызова по талонам, вызывают в 12 окно где никого нет, оказывается нужно идти в 11, при этом сразу вызвали два номера, кто первый добежит? Сотрудник сидит хлопает глазами и ничего объяснить не может. Хотела открыть вклад, но с таким отношением просто ушла в другой банк",1,"Ваши замечания не останутся без внимания и будут незамедлительно переданы ответственным руководителям с целью реализации мер, которые обязательно будут направлены на повышение качества предоставляемых услуг. Простите за возможные неудобства."
