,name,icon_href,date,text,stars,answer
0,Екатерина Курносенкова,,2024-03-28 19:38:09,"Под большим впечатлением от клиентоориентированности сотрудников этого офиса! Особенно хочу отметить Артема и Дарью, очень участливые и грамотные специалисты, прикладывали большие усилия, чтобы помочь в решение сложной ситуации! Дарья задержалась прилично на работе, но даже виду не подала, что ее рабочий день закончен! И что самое ценное: мы не оформляли новых продуктов, менеджеры были не заинтересованы материальной составляющей работая с нами, а просто по-человечески пытались помочь! Если руководство читает отзывы, то Дарья, однозначно, достойна премии и звания «сотрудник месяца».",5,"Спасибо вам за отзыв. Мы с удовольствием передадим информацию руководителю сотрудников, которые с вами взаимодействовали. Уровень их компетенции и проведенная работа будут хорошим примером для всех наших коллег."
1,Инкогнито 2080,,2024-02-05 15:07:39,"Прекрасный офис. 
Максимально быстро всё провели. Пошли на встречу в согласовании спорного вопроса. Максимально клиентоориентированы. Отдельная благодарность отделу по работе с привилегированными клиентами. Карина, огромное, спасибо, за помощь и экономию денег.",5,"Спасибо, что воспользовались услугами нашего Банка! Приходите к нам ещё 💛"
2,Инкогнито 5546,,2024-03-13 14:02:31,"Огромное спасибо Ирине, за полученные ответы на все мои вопросы, оказанную консультацию на высоком профессиональном уровне. Очень приятный сотрудник, добрый! Обязательно вернусь снова",5,"Для нас очень ценно то, что вы остались довольны визитом к нам и поставили столь высокую оценку нашей работе. Постараемся и в дальнейшем радовать вас 🙂"
3,Светлана Карась,https://avatars.mds.yandex.net/get-yapic/43473/3gaPlObWS7gvGbdpVsML155PRlw-1/islands-68,2024-03-14 13:53:00,"Спасибо за работу Ирине! Профессионал своего дела! Все быстро и доступно. Рассказали о всех продуктах ,обязательно воспользуйся вашим советом!",5,"Спасибо за положительный отзыв, нам очень приятно 👍"
4,Александр Зорин,https://avatars.mds.yandex.net/get-yapic/27274/vfDK0UKazYPXn8OQwUX8POjhg-1/islands-68,2024-03-01 14:36:01,"Медленно работают - минут 30-45 на каждого клиента. Понятно, что нужно быть внимательными, но по-моему это непрофессионализм. Сравнивал с другими офисами - там работают в разы быстрее. В очереди нужно ждать по 1.5 часа.
Старший менеджер Александр пообещал дооформить заявление за 1-2 дня - не сделал ничего за неделю.
Плохая организация работ в этом офисе.",3,"Ваше замечание не останется без внимания и будет незамедлительно передано ответственным руководителям с целью реализации мер, которые обязательно будут направлены на повышение скорости предоставляемых услуг. Простите за возможные неудобства!"
5,Sergey I,,2024-03-19 10:00:05,Офис чистый светлый и комфортный. Сделали все быстро и оперативно. Менеджер Ирина специалист высокого класса. Оценка 5!,5,Довольные клиенты - наша лучшая награда. Благодарим за высокую оценку работы нашего сотрудника 💙
6,vladimir nistratov,,2024-03-10 14:24:21,"Большой зал для обслуживания частных и корпоративных клиентов. Приличный по количеству персонал сотрудников, готовых помочь по разным вопросам. Очередей почти не бывает.",5,"Спасибо за положительный отзыв, нам очень приятно 👍"
7,Александр Местный,,2024-03-14 07:27:29,Приятный светлый офис и очень приветливый персонал. Спасибо за помощь и оперативность . Теперь буду обслуживаться только у Вас .,5,"Спасибо за положительный отзыв, нам очень приятно 👍"
8,Инкогнито 7160,,2024-03-13 13:59:06,"Все отлично! Спасибо Ирине за работу, за быстрое решение моего вопроса. За доброжелательность и профессионализм :)",5,"Спасибо за положительный отзыв, нам очень приятно 👍"
9,SonyaBalashovaa,,2024-01-29 15:30:49,"Невыносимый банк, никому не советую им пользоваться. При простых операциях появляется куча проблем, приходится бесконечно ходить в отделения, система отвратительная. Из плюсов работники банка действительно стараются помочь и делают все, что могут",2,"Будем благодарны, если расскажете подробнее, с какой ситуацией пришлось столкнуться при обслуживании в нашем Банке. Не оставим без внимания и во всем разберёмся 👌"
