,name,icon_href,date,text,stars,answer
0,Артур Григорян,https://avatars.mds.yandex.net/get-yapic/29310/4U4Y9AHNtynvoZic8eFaRgUg7c-1/islands-68,2024-03-14 08:31:27,"Был в отделении на долгоруковском , пришел за кредитом наличными , все очень понравилось , грамотно проконсультировали , помогли , рассказали . Благодарю менеджер Насиб за оказанную помощь и консультацию , все бы так помогали и мнение о банках поменялось в лучшую сторону . В целом офис красивый , светлый и стильный . В целом офис красивый светлый стильный , всн сотрудники доброжелательные и приветливые , рекомендую этот офис как квалифицированный",5,"Спасибо вам большое за тёплые слова о нашей работе. Мы рады, что у нас есть такие отзывчивые клиенты, как вы. Это отличный стимул для дальнейшего совершенствования и профессионального роста 😊"
1,Гозал Аджикяримова,https://avatars.mds.yandex.net/get-yapic/40841/3CqWR8d08GVkkyWHZjr4gYSw-1/islands-68,2024-01-06 21:21:04,"Я пришла за кредитной картой и мне его выдали под очень хороший процент. Все четко и грамотно объяснили. Условия и сроки, обслуживание по карте все разьяснено отлично. Помогли по карте и также ответили на некоторые вопросы касаемо открытия вклада. Но за этим приду еще. Было мало времени, но к счастью обслужили быстро. Хвалю толковый",5,Спасибо за приятный отзыв. Довольные клиенты - наша лучшая награда 👍
2,dmitry s.,,2023-12-25 09:05:39,Хочу выразить благодарность сотрудникам офиса Долгоруковский за профессиональное обслуживание и компетентную помощь по всем банковским продуктам. Доброжелательный коллектив офиса создает теплую и уютную атмо сферу и это позволяет решать вопросы легко и непренужденно.,5,"Благодарим за отзыв. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту, и мы рады, что вы ощутили это на себе. Приходите к нам почаще!"
3,Наталья Бессонова,,2024-02-27 10:12:43,"Отличное отделение, в шаговой доступности от метро, всё доступно объясняют, менеджеры компетентны на 100%, уделяют время по максимуму, помогают абсолютно со всеми проблемами. Хотелось бы отдельно отметить сотрудника Насиба.",5,"Спасибо, что поделились своими впечатлениями. Мы очень ценим обратную связь 💙"
4,Руслан Казаков,,2023-12-25 13:08:54,"Выражаем благодарность Снитко Александре за оперативное решение вопроса по кредиту. Лучшее предложение на рынке. Оперативно и легко, справки не обязательны если есть госуслуги. Удобно. Банк становится лучше.",5,Довольные клиенты - наша лучшая награда. Благодарим за высокую оценку работы нашего сотрудника 💛
5,Ирина Смирнова,,2024-02-22 10:03:45,"Лучший офис ВТБ - на Долгоруковской 40. Профессиональные внимательные сотрудники, решают все вопросы быстро и четко. А менеджер Лана Мошиашвили - просто волшебница! Все ньюансы моей ситуации были учтены и кредит успешно получен. Новая машина -хороший подарок на день рождение! Очень благодарна! Рекомендую!!!",5,Довольные клиенты - наша лучшая награда. Благодарим за высокую оценку работы нашего сотрудника 💙
6,Заира Набокова,,2024-01-18 19:59:12,"Высокий уровень Обслуживания .Компетентный и внимательный Насиб ,помог ,с ориентировал ,очень приятно иметь дело с профессионалами.Специалист с большой Буквы.Хотелось бы ,чтобы чаще встречались такие люди",5,"Спасибо, нам очень приятно получать обратную связь 💛"
7,Александр Никитин,,2023-10-19 10:38:42,"Добрый день. Все понравилось, классное расположение у метро. Встретили, бымтро оформили счет ИП. Отдельная благодарность Ирине Горбушиной и Екатерине Дедовой за высокий профессионализм и скорость регения вопроса.",5,"Так приятно, что вы поставили нам высокую оценку и отметили работу сотрудников 👍"
8,Vadim Kopylov,https://avatars.mds.yandex.net/get-yapic/30061/enc-ba5634158798e72c08c0ece9e8d9a562631b97046010cc1732db9b37ec1a406e/islands-68,2023-12-04 10:05:09,"Пришел открыть накопительный счет в втб в отделении. 
1,5 часа из жизни. Блин. И это при том что я уже когда то был клиентом. 
Я молчу про неработающую эл. очередь и то что вроде как передо мной взяли людей без очереди (сказали, что справки без очереди). 
Девушка, что мне оформляла - ушла с паспортом сканировать и пропала. Пошел ее искать спустя минут 5. Подумал может, что случилось. ;) 

В онлайне вроде как накопительный открыть можно, но сказали, что там могут быть ошибки, поэтому лучше в отделении. :)

Потом выдали мультикарту и оказывается, что нужно обязательно провести операцию по ней иначе выдать карту в системе нельзя и работать она не будет. И вроде там еще какие то проблемы с чипами. 
Предлагали купить кофе в отделении или забросить деньги на телефон. В итоге заставили через банкомат перевести на телефон. Хорошо хоть себе ;). 

В общем полный сюр. 

Онлайн банки в безопасности. 
Втб - не рекомендую.
Ощущение от посещения офиса максимально неприятные. 

Счета закрыл. Обман всегда плохо. Даже такой маленький. Сказала бы честно, что есть план по картам и тп - был бы клиент и зря время бы никто из нас не потратил. 

Кстати оставить обращение в МП не дали, хотя и подтвердили на счет карты, что это не нужно было делать - а вот пожаловаться можно только в отделении. По телефону в КЦ вроде приняли, но номер присвоить отказались. Кароче в втб пожаловаться ты можешь, но только самому же сотруднику, который вроде как и ввел в заблуждение. Видимо клиентов хватает.",1,"Позвольте поблагодарить вас за то, что нашли время поделиться информацией о качестве обслуживания, и за обратную связь, которая помогает нам эффективнее работать над улучшением качества сервиса.
Направим ваши замечания руководителю отделения для дальнейшего анализа.

Отметим также, что любые договоры с Банком могут быть заключены только с добровольного согласия клиента.

Приносим извинения за доставленные неудобства."
9,Алексей С.,,2024-02-21 10:11:26,"Сотрудник банка настолько вежливая, очаровательная и великолепная, что пока мне все не рассказала не могла успокоится. Рассказала все возможные ньюансы и возможные проблемы, возможности работы с продуктами банка и их необходимость в различных ситуациях. Не сотрудник, а золото!!!! Цените таких людей, так как после работы с таким сотрудником уходишь с улыбкой.",5,"Благодарим за положительный отзыв о нашей работе. Рады, что вы остались довольны 💙"
10,Валерий Филатов,,2023-11-15 10:05:11,"Обслуживаюсь давно, все нравится. Удобное расположение, рядом с работой. Сотрудники вежливые и оперативно решают вопросы. Наилучшие рекомендации.",5,Спасибо за отзыв. Ваш комфорт - наша основная задача 👌
11,Эльдар Джемалетдинов,,2024-02-28 15:08:47,"Долго выбирал карточку, остановился на дебетовой карте ВТБ. Так как много плюшек. Отдельный плюс отделению и конкретно менеджеру Насибу . Быстро и качественно выдал карточку Все объяснил. Сразу установили приложение и активировали карточку.",5,"Спасибо, нам очень приятно получать обратную связь 💙"
12,Инкогнито 9206,,2023-11-15 13:59:44,"Обратилась в офис на Долгоруковской. Оперативно получила автокредит, очень довольна работой менеджеров. Вернусь к Вам еще. По доброму, оперативно, быстро. Отдельное спасибо Алиевой Арзу и Мошиашвили Лане. Молодцы!",5,Благодарны вам за пятёрку и добрые слова о работе наших сотрудников 💛
13,Светлана Бугаева,https://avatars.mds.yandex.net/get-yapic/39460/enc-e71cc0c72b9d45c743325f23b0a5b3d7abb7bcd0eaaa58aa2a0b2d75eed74ffe/islands-68,2024-03-19 15:09:21,"Благодарю сотрудника офиса на Долгоруковской, дом 40 Екатерину за профессиональное решение проблемы по вопросу наследства. Особо поразило умение терпеливо войти в курс проблемы и оперативно найти способ решения.",4,"Для нас очень важно, чтобы наша работа приносила вам только приятные впечатления. Постараемся и дальше вас радовать! Отдельное спасибо, что отметили работу конкретного сотрудника 👍"
14,Андрей К.,,2024-03-21 21:09:56,"Сегодня 21.03.2024 в офисе ВТБ по адресу Москва, Долгоруковская ул., дом 40 при оформлении бесплатной дебетовой карты мне была обманным (мошенническим) путем навязана ненужная мне услуга мобильной связи. Сотрудница-мошенница не разъясненными мне манипуляциями в моем телефоне и на своем компьютере подключила ненужный мне пакет услуг ВТБ Мобайл за 500 рублей в месяц, причем первый взнос 500 рублей был немедленно списан (украден) без моего разрешения. В процессе обслуживания об услугах связи она не сказала ни слова, только потребовала перевести через СБП на новый счет 760 рублей, якобы иначе дебетовая карта не активируется. После обслуживания я заметил обман - подключенный ВТБ Мобайл и списанные денежные средства в сумме 500 рублей. Сразу вернулся и расторг договор услуг связи, вернув ненужную мне сим-карту (тайком вложенную в конверт после обслуживания). Однако в возврате украденных денег мне было отказано.",1,"Спасибо, что поделились с нами вашим опытом обслуживания.

Сотрудники Банка могут предлагать дополнительные опции или продукты, но их оформление всегда осуществляется исключительно по желанию клиента. Мы не оставим без внимания ваши замечания и передадим руководителю офиса для анализа.

По спорным вопросам вы можете зарегистрировать соответствующее обращение в нашем контактном центре по номеру 8(800)100-24-24 или 1000 с мобильного, а также в чате ВТБ Онлайн. Банк его рассмотрит и предоставит официальный ответ."
15,olesia191,https://avatars.mds.yandex.net/get-yapic/30955/VYPUwRSv2eWuOwV0HuKgoSQuo-1/islands-68,2024-02-05 15:51:05,"Лана Мошиашвили - мой клиентский менеджер. Большой профессионал, очень приятная и чуткая. Все подробно объяснила, каждый шаг. С удовольствием прихожу в этот офис👍❤️🍀",5,Довольные клиенты - наша лучшая награда. Благодарим за высокую оценку работы нашего сотрудника 💛
16,Слава Кунчев,,2023-12-25 15:57:13,"Ужасно. 25.12.2023 где-то в 17:10-17:30 пришел в отделение закрыть счет кредитной карты т.к закрыть его можно только в отделении. Молодая девушка услышав цель моего визита всем своим видом показала что не особо то и рада моему приходу. Затем я уточнил что хочу закрыть счёт кредитки (для этого как мне объяснили в прошлый раз нужно написать заявление) девушка же не предложила этого, ""помогла"" мне в приложении заблокировать карту и сказала что так закрывается и счет и карта , в отделение по сути и не нужно было приходить. Это что за отношение к клиентам ?) побыстрее избавиться от человека какой-то плохой подход. Разберитесь пожалуйста.",1,"Сожалеем, что обслуживание в нашем офисе доставило вам неудобства. Мы обязательно организуем встречу с его руководителем и сотрудниками, на которой обсудим вопросы повышения качества обслуживания клиентов.

Закрытие счета производим только по заявлению в отделении Банка, которое подается отдельно, спустя 10 дней после оформления заявления на закрытие карты.

Примите, пожалуйста, наши извинения за возможные неудобства."
17,лис,,2023-12-27 17:45:47,"приятная атмосфера,все чисто,красиво,очень вежливые сотрудники,всегда помогут и подскажут,отдельная благодарность Екатерине",5,"Благодарим за положительный отзыв, нам очень приятно 👍"
18,Юлия Чудакова,,2024-03-21 12:39:58,"Благодарна за оперативную помощь в основном вопросе с платежным стикером , дополнительно помогли повысить процент по накопительному счету 16 процентов , так же сим карту дали подарок , сделала биометрию теперь буду спокойнее как все мои знакомые . Благодарность чуткому отзывчивому компетентному менеджеру по имени Насиб. Посещала 21 марта , офис банка свежий уютный приятный , самый лучший банк , рекомендую а ещё перевела пенсию , всем советую",5,"Для нас очень важно, чтобы наша работа приносила вам только приятные впечатления. Постараемся и дальше вас радовать! Отдельное спасибо, что отметили работу конкретного сотрудника 👍"
