,name,icon_href,date,text,stars,answer
0,SVR911,,2023-12-28 12:19:19,"Шикарное быстрое обслуживание,в очереди провел всего минуту,менеджер Александр отлично выполнил свою работу быстро и понятно рассказал про систему бонусов,мне все очень понравилось буду ходит обслуживаться только в этот офис ! Александр Спасибо!",5,"Благодарим за отзыв. Мы стремимся предоставлять нашим клиентам качественное обслуживание и рады, что вы оценили это. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту. Приходите к нам почаще!"
1,Оксана Алиева,,2023-11-23 12:59:16,"Хочу поблагодарить сотрудников офиса, а именно: Королева Никиту Сергеевича и Игоря ( к сожалению, не знаю фамилии и отчества). Очень рада, что попала именно к этим внимательным сотрудникам. Обратилась к ним я, мама мобилизованного офицера, 22 и 23 ноября 2023 года. Они отреагировали сразу же, без промедления на случай, произошедший с картой военного, посоветовали как правильно действовать дальше.Чувствовалось, что люди сочувствовали мне. В отличии, от отделения полиции, где приняли заявление только после звонка свыше на следующие сутки. Вот разница в работе двух государственных учреждений. Спасибо большое данным сотрудникам этого офиса. Побольше бы именно таких специалистов, которые помогают семьям мобилизованных не на словах, а на делах!",5,"Благодарим за отзыв. Наши сотрудники всегда стараются быть внимательными и заботливыми к каждому клиенту, и мы рады, что вы ощутили это на себе. Приходите к нам почаще!"
2,Денис Е.,,2024-03-16 10:29:54,"Одно из лучших отделений. Приветливые сотрудники,была проблема с приложением быстро решили мою проблему. Запомнилось также как помогают оперативно нашим пенсионерам,однозначно буду приходить в это отделение!",5,"Спасибо за положительный отзыв, нам очень приятно 👍"
3,Юлия Л.,https://avatars.mds.yandex.net/get-yapic/26311/jEKwXkiw0rFcmsxcIIYTTxO0cE-1575247488/islands-68,2024-01-26 19:16:30,"Удобное расположение офиса, очень быстрое обслуживание, особенно понравилось обслуживание менеджера Дианы! Быстро помогла разобраться в сложной ситуации, а так же проинформировала о сервисах, которыми ранее не пользовалась, но теперь буду!",5,"Юлия, спасибо вам большое за тёплые слова о нашей работе. Мы рады, что у нас есть такие отзывчивые клиенты, как вы. Это отличный стимул для дальнейшего совершенствования и профессионального роста 😊"
4,Дмитрий Гурьев,,2024-01-24 12:11:10,"КРАЙНЕ НЕ РЕКОМЕНДУЮ ДАННОЕ ОТДЕЛЕНИЕ
Сотрудники работаю как в первый день, ничего не знают.
Пару лет назад хотел открыть дебетовую карту,3 раза ездил в в это отделение,несколько раз звонил на телефон, в итоге карта не открылась, сотрудники только кормили обещаниями что карта заработает и задавали глупые вопросы,на которые они сами должны были отвечать.
Сегодня поехать менять номер телефона для доступа в личный кабинет как юр. лицо, номер поменяли,НО, как позже выяснилось, номер телефона был изменен только на физ. лицо, хотя сотрудник утверждал что номер изменен и на юр. лицо тоже.
Сайты работают с перебоями,смс подтверждения и коды приходят в лучшем случае через раз,если приходят вообще.
Читаю отзывы и так смешно становится, пишут такой бред с оценками 5, это все бред, отзывы накручивают.
А клиента,у которого начали списывать деньги,я поддержу, потому-что у моих родственников тоже была похожая ситуация,пытались украсть большую сумму,но родственники вовремя это заметили.
В общем если у вас куча времени,чтобы провести его впустую и безрезультатно, Добро пожаловать в данное отделение",1,"Огорчены, что вы оцениваете опыт работы с нашим Банком как отрицательный. Мы не оставим без внимания ваши замечания и продолжим работу в целях улучшения сервиса и качества обслуживания. Приносим извинения за возможные неудобства.

Если на текущий момент требуется помощь, напишите нам на адрес электронной почты SMedia@vtb.ru ваши ФИО и дату рождения, а также суть вопроса. В теме письма просим указать «Яндекс, Москва, Ярцевская улица, 32, 24.01.24»."
5,matanik2009,https://avatars.mds.yandex.net/get-yapic/43473/o89svlTf0MNgGS1Luap8TvkmrA-1/islands-68,2023-01-26 07:30:11,"Удалось рефинансировать кредит на более выгодных условиях. Сотрудники очень вежливые, работают быстро, всё объясняют. Банк удобно расположен: рядом с остановками и метро.
Хочу уточнить: через 3 месяца банк без предупреждения повысил процентную ставку и ежемесячный платеж стал выше кредита, который я рефинансировала. С меня требуют справку, что я кредит закрыла. Кредит я уже давно закрыла, в тот же день! Никто не удосужился проверить! О справке никто не предупреждал! Мне просто повысили процент. Уже 4 дня я пытаюсь изменить ситуацию, пребываю в полном шоке! Будьте осторожны, когда вам предлагают рефинансировать кредит! Через 3 месяца ежемесячный платеж увеличится без предупреждения!",1,"В соответствии с условиями программы рефинансирования, справка о закрытии кредита в стороннем банке предоставляется в течение 90 календарных дней с даты получения кредита. Если по кредиту произошло повышение ставки, она будет снижена на следующий день после предоставления справки о погашении рефинансируемых кредитов."
6,Инкогнито 3437,,2023-12-21 14:52:22,"Давно не была в офисе банка и была приятно удивлена качеством обслуживания! Спасибо ,что сотрудники так внимательно отнеслись к решению вопроса.Отдельная благодарность Александру.Спасибо!!!",5,"Так приятно, что вы поставили нам высокую оценку и отметили работу сотрудника 👍"
7,Виктория,,2024-01-13 19:02:00,"Хочу поблагодарить сотрудников данного отделения, в частности Диану и Кирилла в решении моего вопроса. Квалифицированные сотрудники, которые не просто помогут решить проблему, но и посоветуют как лучше поступить! Оперативное обслуживание! Так держаться)",5,Спасибо за такие приятные слова в адрес наших сотрудников. Всегда рады вам помочь 💪
8,Alexey,,2023-10-28 16:25:15,"Сложно найти вход. С ул. Ярцевская не видно. Только по Яндекс картам убедился что отделение находиться в этом доме. Оформлял дебетовую карту. Навязывают допы,но не очень ""навязчиво""), терпимо. Очередь движется достаточно быстро.",4,Благодарим вас за отзыв. Обратная связь помогает понять наши проблемы и принять меры для улучшения сервиса и качества обслуживания.
9,Дарья С.,,2023-11-23 11:44:11,"Получала карту у специалиста Назаровой Дианы,очень грамотный специалист !
Ответила на все интересующие меня вопросы.
Обслуживание быстрое .",5,"Благодарим за положительный отзыв, нам очень приятно 👍"
