,name,icon_href,date,text,stars,answer
0,Сергей Медведев,https://avatars.mds.yandex.net/get-yapic/36689/O6eEEcCSGdSUUbWk694itRiCGcg-1/islands-68,2020-08-13 17:45:29,"Часто обращаюсь в данное отделение, т.к работаю недалеко. Сотрудники всегда вежливы, помогают в решении вопросов. Недавно обращался за оформлением кредита. Со специалистом Анной подобрали наиболее выгодные условия. Очень нравится данное отделение.",5,
1,Ковтунов Роман,,2020-07-13 10:59:54,"Отличное отделение ВТБ. Вежливый персонал. Всё доходчиво объяснили по интересующему вопросу. Ненавязчиво предложили кредитные продукты банка и это оказалось кстати, обязательно воспользуюсь.",5,
2,Дарья О.,https://avatars.mds.yandex.net/get-yapic/30431/rYqQR8k3GfTxGeOQJhKF3MhLIY-1/islands-68,2020-07-14 13:15:44,"Хорошее отделение, приветливый персонал, качественное обслуживание, хожу только сюда, хотя рядом с домом есть ещё одно отделение, но в этом нет очередей и каждый раз получаю грамотную консультацию",5,
3,Юрий Ф,https://avatars.mds.yandex.net/get-yapic/64336/yhEGHfUi5xYJ10eQTZBPbEeFoY-1/islands-68,2020-01-23 06:07:18,"Бывший отдельный офис Банка Москвы, который был присоединен к Банку ВТБ-24 более пяти лет тому назад, но в течение всего прошедшего времени упорно сопротивлялся подобному ""насилию"" по многим причинам - идеологии, организации работы и навязываемым программному обеспечению, которые шли в противоречие с отработанной и устоявшейся психологией организации работы и отношением к клиентам. Особенно это ощущалось в последние три-четыре года. В своем составе это молодые, квалифицированные, достаточно амбициозные в положительном смысле этого слова специалисты, с пониманием и доброжелательностью относившиеся к своей работе и клиентам. В небольшом по площади офисе чистота, порядок, иногда бывают оправданные очереди, вызванные недостаточным количеством операционистов. В целом, меня устраивает его работа, в случае необходимости, обращаюсь в другие подобные офисы ВТБ, расположенные в шаговой доступности.",4,
4,Екатерина Самойлова,https://avatars.mds.yandex.net/get-yapic/27232/1Y7rO1DnYGP0XWH6azSEs4ZUxmU-1/islands-68,2020-06-25 09:50:55,"Спасибо коллективу Банка за качественное обслуживание. Очередь разгрузили быстро, ждала всего 5 минут. Решила все свои вопросы и осталась довольна отношением сотрудников.",5,
5,Ol Sol,,2020-07-30 08:28:22,"Отличное отделение Банка, качественное и быстрое обслуживание, квалифицированные сотрудники, рекомендую!",5,
6,Настя К.,,2020-07-08 19:43:38,"Хороший персонал , любезный , состав молодой и все приятные -как на внешность ,так и на общение , спасибо приятно",5,
7,Ксения,https://avatars.mds.yandex.net/get-yapic/45131/pmIccW78w87JjKBBGGo9WW7zo8-1/islands-68,2019-11-05 22:53:35,"Отделение маленькое. Обслуживают очень долго. Постоянно виснут компьютеры. Полноценно работают два операциониста из трёх, но не всегда и очень долго. Работают вежливо, понятно разъясняют, компетентны. Остальные сотрудники плавно передвигаются по офису в своём режиме. Есть кулер и банкоматы.",3,
8,Анна П.,,2020-06-25 09:45:34,"Отличное отделение , квалифицированные сотрудники . Приятная атмосфера 
Хожу только туда",5,
9,Екатерина Шаркова,https://avatars.mds.yandex.net/get-yapic/20706/enc-66fead52ba03fc20b37fcb6e16eeced4b258976f2c3ad874aa76c9afbae08952/islands-68,2020-06-25 10:32:26,"Хорошее отделение банка ,несмотря на то,что маленькое по размеру . Несколько раз там бывала ,обслуживают быстро и качественно.",5,
10,Дмитрий А.,,2020-06-25 13:20:05,"Хорошее расположение офиса,вежливые и ответственные сотрудники. Приятно приходить .",4,
11,Анонимный отзыв,,2020-07-15 12:04:47,"Вежливое обслуживание, внимательность и заинтересованность к клиенту. Приятно удивило такое обслуживание",5,
12,Сергей Л.,https://avatars.mds.yandex.net/get-yapic/38436/xdvbImvMVcwSVJXsYn1p36gMYXw-1/islands-68,2020-07-14 10:29:45,Хорошее отделение. Сотрудники вежливые и всегда готовы помочь в решении моих вопросов. Качество сервиса на 5+,5,
13,Светлана Александровна,,2019-11-08 09:48:16,"Очереди почти никогда нет, любезный персонал, особенно Зам директора . Быстро решают проблемы и представляют информацию по интересующим вопросам. Хожу только в этот офис, хотя есть привилегия",5,
14,Pablo Escopar,,2020-07-30 08:12:25,"Очень отличный офис, хороший адекватный персонал!!! Спасибо им за всё!!",5,
15,Антон K.,https://avatars.mds.yandex.net/get-yapic/34189/enc-50d91fc8f02295329e8f08dc503b1e9321bb1204e03679d55741bc533f544e94/islands-68,2019-08-19 18:03:28,"первое время было жесть, тк это бывшее отделение Банка Москвы, то в нагрузку им остался весь ""пенсионный фонд"" района. Отсюда очереди. Сейчас взяли доп персонал, появилась ВИП-комната с персональным менеджером, стало намного лучше.",4,
16,Алексей,https://avatars.mds.yandex.net/get-yapic/36777/eq2pKqWOtdty8pc3sj71I9ghVY-1/islands-68,2020-08-21 12:20:10,"Чтобы получить готовую карту пришлось потратить почти полтора часа! 2 сотрудника, которые не успевают! Добавлю до 4 звезд только из-за Елены Сергеевны! Спасибо что ускорили процесс.",4,
17,И,,2020-02-17 06:08:04,"Профессиональные сотрудники, быстро и без очередей обслуживают, чего не скажешь об отделении ВТБ на Ленинском проспекте 64",5,
18,Сергей,https://avatars.mds.yandex.net/get-yapic/26057/wibAzbdBuTG8P3sf36QaxnY3Lv8-1/islands-68,2020-04-12 21:38:55,"Обычный ВТБ, банкомат, оплата ЖКХ. Карты выпустят. Но не более. Персональных менеджеров в этом месте Нет!.",3,
19,Ирина А.,,2020-06-25 10:35:26,Была в офисе на той неделе. Быстро решили мой вопрос. За что спасибо зам. Директору данного офиса!,5,
20,Адэр Токунов,https://avatars.mds.yandex.net/get-yapic/36689/wbtxbb24um9FiQnuT4SO4KlvOA-1/islands-68,2018-06-03 09:50:25,"Чаще всего персонал внимателен и помогает решать возникшие проблемы. Но просто выбешивает сама разветвлённая и противоречивая система Группы ВТБ - жалобу они принять не могут, счёт разблокировать не могут... И всё в таком духе.",4,
21,Лилия Леденева,https://avatars.mds.yandex.net/get-yapic/15430/MtFN9HkulyrKE6ER9Isl3ZkAhvU-1/islands-68,2019-08-27 16:29:02,"Маленькое отделение. Всего три операциониста,которые быстро работать не хотят или не могут, а людей вечером после работы много.",3,
22,Наталья,https://avatars.mds.yandex.net/get-yapic/53031/v22tBD97B5p0mUyI35RKpaXroo-1/islands-68,2020-07-31 17:35:15,Очень долгое ожидание обслуживания. Сотрудники нерасторопные и невнимательные.,3,
23,Mr.vonk,,2019-08-20 17:05:02,"Положение резко улучшилось. Второй день прихожу после работы и обслуживают на 10-15 минут, причём даже после закрытия. Главное взять талон.",5,
24,Кирилл Б.,https://avatars.mds.yandex.net/get-yapic/24700/enc-f5441a4cdca627110bcfbeada020ad55/islands-68,2019-09-10 11:56:07,Быстрое обслуживание и вежливый персонал,5,
25,Полина Вишнякова,https://avatars.mds.yandex.net/get-yapic/53031/2Af0I8s4XjDUm4nwT8SgPztET7k-1/islands-68,2018-09-14 15:28:56,"Обслуживание - полный ад, медленно, неэффективно. Сижу 40 мин, в помещении сидят 4 человека-очереди. Почему так медленно- не ясно",1,
26,Елена Клименко,https://avatars.mds.yandex.net/get-yapic/43473/bQv1pbAJzf8I2bD8DpJQjdDygDE-1/islands-68,2020-01-28 01:40:55,Банки - зло. А в этом еще и наплевать на клиента.,1,
27,Артем Стифлер,https://avatars.mds.yandex.net/get-yapic/39249/CB5sQAZQvg4Ikenctp6oPuRbzU-1/islands-68,2020-07-20 10:10:03,Медленное обслуживание:(,3,
28,Алексей С.,https://avatars.mds.yandex.net/get-yapic/34189/enc-ecbee4a3a307ff998fb2c3d41e552887cc4b2dab4518f418ed22e86299539a3e/islands-68,2018-09-10 11:07:32,"Очень плохое обслуживание. Электронная очередь толком не работает, кто понаглее, лезет вперёд.",1,
29,кОСТЯ м.,,2019-10-18 14:14:56,"Банков как банок у бабки в кладовой, вот что можно сказать обо всех отделениях ВТБ",4,
30,Natalia Karelina,https://avatars.mds.yandex.net/get-yapic/45566/bf5mqCPUMw2S9uZcEGRRHzfemQ-1569487072/islands-68,2019-11-07 18:37:24,Всегда длительные очереди 😤,4,
31,Николай И.,https://avatars.mds.yandex.net/get-yapic/50071/czxJZ77YerlGapSGHZyA96cTP1Q-1/islands-68,2018-09-29 13:07:13,"В субботу в отделении полтора сотрудника, очередь, люди возмущаются.",1,
32,Семён Я.,,2019-11-12 07:19:10,"Одно окно, одно окно, Карл!",1,
33,Валерия Л.,,2019-05-13 12:19:39,Быстрое обслуживание . Очередей нет.,5,
34,anisimov1358585,https://avatars.mds.yandex.net/get-yapic/29310/oBocMVciQfaua1v0IF1gtZ1Ubg-1/islands-68,2018-12-08 13:17:43,Обслуживание очень медленное!!!,1,
35,Элеонора,,2019-09-06 14:35:20,Мало сотрудников.,3,
