,name,icon_href,date,text,stars,answer
0,Екатерина Г.,https://avatars.mds.yandex.net/get-yapic/32838/AHFVUKkDXEqEKoQpesJ7lfFp4-1/islands-68,2024-03-15 04:51:34,"Хочу выразить огромную благодарность директору. Офиса , посещала банк 14.03.24 чисто уютно ,девочки молодцы быстро решили мою проблему . Спасибо Вас за вашу работу .",5,"Для нас очень ценно то, что вы остались довольны визитом к нам и поставили столь высокую оценку нашей работе. Постараемся и в дальнейшем радовать вас 🙂"
1,Наталья,https://avatars.mds.yandex.net/get-yapic/40138/PmMPcgH1z2bExpa8uLFe3CmMTE-1/islands-68,2024-04-03 11:46:13,"Место очень удобное, а вот тепла и радушия как-то не почувствовалось, трудно посоветовать что поменять или добавить, и работники вроде бы стараются не грубят, разговаривают очень учтиво, но есть какие-то ""НО"". Знаете как бывает - заходишь и чувствуешь ""тепло"", и потом снова хочется сходить в это место. Есть над чем поработать.",3,Благодарим вас за обратную связь. Обратим внимание руководителя офиса на ваши замечания. Для нас важен ваш комфорт!
2,Daniloff,,2023-07-23 09:30:29,"Филиал мягко скажем не очень. Решили маме перевести пенсию в ВТБ из Совкомбанка,заказали карту онлайн. В отделение сотрудник привязала карту к старому счету ВТБ( которым не пользовались года 3) ,в итоге оказалось ,что она выпустила моментальную карту,а которая нам нужна была именная пенсионная- лежала в банке,пришлось и вторую забирать карту ВТБ! В итоге: две карты ВТБ, непонятно куда придет пенсия,в приложение неудобно пользоваться пенсионеру ,так как два счета отображается,переводы СБП непонятно куда приходят из счетов,в общем на пустом месте создали геморрой себе.",2,"Благодарим вас за обратную связь. Она помогает понять наши проблемы и принять меры для улучшения сервиса и качества обслуживания.

Позвольте отметить, что денежные средства поступают не на карту, а на счет. Его реквизиты можно найти в документах, которые подписывали с Банком. Нам также можно позвонить по номеру 8 800 100-24-24 или 1000 с мобильного, поможем разобраться во всём."
3,Инкогнито 0610,https://avatars.mds.yandex.net/get-yapic/27274/CQw4hF1BGUnXTGxlzzRsAm80QU-1/islands-68,2023-08-17 11:59:46,"Очень хорошо расположен филиал, обслуживание быстрое, персонал вежливый, всё расскажут и предложат выгодные условия.",5,"Благодарим. Нам очень важно, чтобы каждый клиент оставался доволен 😃"
4,Ольга Жерновая,https://avatars.mds.yandex.net/get-yapic/62162/dnMbkOiuQp86S3I88vkZHXz6mk-1/islands-68,2024-01-09 16:48:03,"Все отлично. Работники очень вежливые, компетентные. Рекомендую.",5,Огромное спасибо за приятный отклик и доверие 💛
5,Вера Ч.,https://avatars.mds.yandex.net/get-yapic/26057/enc-c09832f825f60a72788fb4dfad2eadc2f50a36dfd73acdc9b78b1290b85d18a6/islands-68,2024-03-10 01:25:29,"Время 19:00, конец рабочего времени, но девушка, жаль не запомнила её имени, меня приняла, быстро помогла! Молодец!",5,"Спасибо, что нашли время оставить отзыв. Приятно видеть, что помощь нашего сотрудника вызвала у вас исключительно положительные эмоции 👍"
6,johnmans,,2022-10-06 14:01:17,"Я являюсь клиентом банка ВТБ довольно продолжительное время и по мере необходимости приходится обращаться к операционистам за дополнительной помощью. Скажу честно, специалисты банка попадаются с различной степенью профессиональной подготовки но в этот раз мне удалось попасть именно к профессионалу. Куликова Дарья Андреевна это высококлассный специалист-операционист который может решить практически все вопросы касаемые её профессиональной деятельности. В моём случае было несколько проблем которые я пытался решить различными способами в том числе и через офис банка ВТБ, его сотрудников, но именно эта девушка смогла действительно помочь. Хотелось бы чтобы таких специалистов было больше, с ними наша жизнь становится проще. А руководству банка ВТБ стоит обратить своё внимание именно на таких специалистов как Куликова Дарья.",5,"Так приятно, что вы поставили нам высокую оценку и отметили работу сотрудника!"
7,Дарья Р.,,2024-04-10 03:32:58,"Уютный офис,улыбчивые консультанты,быстрое обслуживание.",5,
8,Анна Новак,https://avatars.mds.yandex.net/get-yapic/26057/3nO1XgR10uRHUb44qUcG0Vcz7Fk-1/islands-68,2024-03-22 06:21:20,Приезжаю снять деньги. Перевод сделать или оплатить что то. Хорошее приятное обслуживание.,5,Спасибо за высокую оценку нашей работы!
9,Замира Курбанова,,2022-11-14 23:13:00,"Ещё одно место в Новокузнецке где мне приходится часто бывать. Здесь персонал очень добрый и приветливый, особенно девушка работающая за первым окошком(не помню как её зовут) Очень добрый и отзывчивый человек, всегда рада помочь людям!!! ❤👌🤝",5,Спасибо за отзыв! Будем продолжать в том же духе 💪
