,name,icon_href,date,text,stars,answer
0,@balashiha_dog,,2024-02-16 08:10:16,"Все отлично, очень вежливые сотрудники, в зале чисто, было ожидание в несколько минут в электронной очереди, оперативно. Всегда попадаю на компетентных специалистов, которые всегда помогут и заинтересованы в решении ваших проблем. Побольше бы таких отделений с такими сотрудниками.",5,Спасибо за положительный отзыв. Ваш комфорт - наша основная задача 👌
1,Игорь Яковлев,https://avatars.mds.yandex.net/get-yapic/31078/bQHstKpcGCWoY3YK04AdVKDOz3Y-1/islands-68,2023-12-23 10:24:34,"Отделение банка порадовало высоким уровнем сервиса. Электронная очередь существенно упростила процесс ожидания, а просторный зал создает комфортную атмосферу. Сотрудники выделяются вежливостью и профессионализмом. Единственный недостаток – небольшая автостоянка, что может вызвать некоторые неудобства при посещении.",5,Благодарим вас за обратную связь. Обратим внимание руководителя офиса на ваше пожелание. Для нас важен ваш комфорт!
2,Ольга В.,,2023-12-21 19:51:09,"Была бы возможность, поставила бы минус 5...
Делали рефинансирование 21.12.2023 года в банке у специалиста Никулиной Ольги! Рассчитав все суммы, платежи, всё оформили, за счёт ВНС (""Ваша низкая ставка"") снизили ставку - вроде бы всё идеально. НО! Сотрудник не предупредив, не сказав ни слова о каких-то страховых продуктах (а к слову сама проставила галочки в приложении!!! И отметила аж, как оказалось, 4 страховых продукта!!!), по тихому их добавляет к кредитному договору! 
Разозленный супруг, был намерен расторгнуть договор рефинансирования, но сотрудница, войдя в роль легкомысленной особы ""мы так всем делаем"", ""мы тоже простые работники"", не стала принимать отказ от услуги ВНС (мол подумайте ещё) и расторгать договор, вручив бумажки и бланк заявления для самостоятельной работы над этим вопросом и, якобы, даже не обладая информацией как это делается...
При повторном обращении в течение часа в отделение банка и намерении идти на скандал, быстро выяснилось, что это легко всё делается в течение 15-20 минут!!! На месте!!! Спасибо сотруднице Анне!
Но Ольга ""подарила"" в преддверии Нового года мороку ещё и с обращением в страховую Согаз! Так как вот уж с их продуктами ВТБ точно не работает, а только втюхивает их без вашего ведома! А Согаз ребята ещё веселее: для расторжения договора один офис, и два разных сотрудника назвали по телефону разные адреса... Но можно ещё воспользоваться нашей доблестной Почтой России... 
Будте всегда внимательны и дотошны при обращении в банки!",1,"Нам искренне жаль, что при обслуживании в Банке вы столкнулись с трудностями. Ваши замечания незамедлительно направим ответственным руководителям с целью улучшения клиентского сервиса и реализации мер, которые обязательно будут направлены на повышение качества предоставляемых услуг.

Отметим также, что любые договоры с Банком могут быть заключены только с добровольного согласия клиента.

Позвольте отметить, что комплект документов для отказа от страховой программы можно также направить почтой. Адрес для отправки документов: 153002, г. Иваново, ул. Жиделева д. 1, А50-А60, Единый административный центр АО СОГАЗ.

Приносим извинения за неудобства."
3,Виктор Ф.,,2024-02-17 06:58:52,"Будьте очень внимательны при оформлении Кредита в этом филиале. На кредит на автомобиль повесили 6 страховок в районе 200 тыс.руб. Период ""охлаждения"" - когда можно отказаться от страховок действует всего 14 дней с момента оформления кредита. За эти дни нужно успеть помотаться РЕСО-страхование, в СОГАЗ - в г. Одинцово и в 2м (метр квадратный Самолета). Последний вообще к Автокредитам не имеет никакого отношения - это страхование сделки н недвижимость!!!!! и у них нет никакого периода охдлаждения, они могут 2 недели принимать Вашу заявку и исключительно по электронной почте переписка. Очень много жалоб среди знакомых именно на этот филиал на Советской улице. Не ходите туда, на Южном прекрасные специалисты, без впаривания левых продуктов.",1,"Сожалеем, что у вас возникла такая ситуация при обслуживании в нашем Банке. Все ваши замечания обязательно обсудим и проработаем вместе с руководителем офиса.

Сотрудники могут предлагать дополнительные опции или продукты, но их оформление всегда осуществляется исключительно по желанию клиента. Это не может пройти незаметно, так как оформляется соответствующими документами - электронной или бумажной подписью. С документацией всегда предлагаем ознакомиться до момента ее подписания.

Приносим извинения за возможные неудобства!"
4,Олег Рогов,https://avatars.mds.yandex.net/get-yapic/33202/dlKk5TIoGRJiFizS6DGDWCY5rs-1/islands-68,2024-02-16 08:22:53,"Идеальное отделение, персонал паьотает на высшем уровне, давно не ьыло настолько положительного впечатления от посещения отделения бынка! 
На все вопросы ответили, все объяснили, а главное все прошло быстро и без задержек!",5,Спасибо за положительный отзыв. Ваш комфорт - наша основная задача 👌
5,оксана Швецова,https://avatars.mds.yandex.net/get-yapic/60687/E7lqocSuy8At686653nnZC3I8-1/islands-68,2024-01-29 14:51:48,"Хорошее отделение,большое,нет очередей,вежливые сотрудники,все четко и быстро.Есть много мест для парковки ,удобный выезд и вьезд",5,"Очень приятно получить такую высокую оценку, спасибо 😊"
6,Наталья ---,https://avatars.mds.yandex.net/get-yapic/61207/bKHYWaLXo4ixI1MLZLby4ndXjY-1/islands-68,2024-01-14 19:57:31,"Хороший банк, имеется два этажа, второй этаж очень комфортный. Все сотрудники воспитанные, вежливые, компетентные. Работа банка устраивает полностью, с проблемами пока не сталкивала ь",5,"Очень приятно получить такую высокую оценку, спасибо 😊"
7,Михаил Божко,https://avatars.mds.yandex.net/get-yapic/40841/enc-ee95696df1c562ab31866114a4e9c9ec25843c8e82519bfc30fffb559706c511/islands-68,2023-09-12 12:23:48,"Отличное отделение! Я лично имел дело с Татьяной за 4 столом. Очень вежливая и симпатичная девушка! Все подробно рассказала, объяснила и сделала. Профессионал высокого класса. Нужно срочно выдать премию.",5,"Спасибо за высокую оценку и за то, что отметили работу сотрудника 👍"
8,Татьяна Р.,,2023-09-14 09:04:20,"Трусова Татьяна Сергеевна, отличный сотрудник. Быстро, профессионально и максимально вежливо выдала банковскую карту, установила приложение и разъяснила все бонусы и плюсы банка. СПАСИБО!Выпишите человеку премию!",5,"Татьяна, спасибо, что нашли время оставить отзыв. Приятно видеть, что помощь нашего сотрудника вызвала у вас исключительно положительные эмоции 👍"
9,Денис Д.,,2023-12-22 20:54:23,"Хороший небольшой банк. Сколько раз был мало людей, тихо, спокойно. Обстановка не как в большинстве банков. Можно рядом машину поставить.",5,Спасибо за отзыв. Ваш комфорт - наша основная задача 👌
