,name,icon_href,date,text,stars,answer
0,Vega,,2023-12-16 10:15:10,"Замечательное отделение, обслуживают физ.лица, компетентный и профессиональный персонал, много окон, работают в выходной день, думала что будет много народу, в итоге немного подождала и меня приняли, менеджер приятный и компетентный, все в момент оформил, предложил интересные услуги банка, все объяснил - одни положительные эмоции.",5,"Приятно видеть, что посещение нашего офиса вызвало у вас исключительно положительные эмоции 😉"
1,Лина Лисицкая,https://avatars.mds.yandex.net/get-yapic/54535/enc-f862cbc9807d027395b823aa1b622fc13fe9fc2ab88d5180c9f512c0b0a7e433/islands-68,2023-10-19 13:19:11,"Обратилась в этот филиал банк для получения наследства, принесла все документы- оригиналы и заверенные нотариусом копии, специалист сказал что не требуется. При этом заставили стать клиентом банка и оформить карту. В итоге на следующий день перезвонили и сказали привести оригиналы. На вопрос, почему вчера сказали что оригинал не нужен, ну извините... А мне ехать далеко и у меня грудничок. Получается что специалист некомпетентен. И как я могу быть клиентом такого банка и доверять ему? Если специалист не может решать простых вопросов?",1,"Мы сожалеем, что у вас возникла такая ситуация во время визита в наш офис. Обязуемся провести комплексную проверку вместе с его руководителем и принять соответствующие меры. Простите за неудобства."
2,Игорь Балашов,https://avatars.mds.yandex.net/get-yapic/48449/nhxHneqLzrzljDMAAKwAP5AcBy8-1/islands-68,2023-03-14 06:53:19,"Большое красивое отделение, около 20 окон для приема посетителей, работает до 20 часов, сотрудники приятные, грамотные, вежливые, отзывчивые. Очень быстро помогли с решением моего вопроса. Спасибо!",5,"Игорь, спасибо вам за отзыв! Всегда рады помочь 💪"
3,Stanislav Chalkin,,2022-09-13 19:39:46,"Расположение - рядом с метро Парк Победы. Персонал вежливый и внимательный. Но много людей к операционистам: всегда 6-8 человек и время ожидания не менее часа. Единственное время, когда можно оперативно решить вопрос с операционистом - начало рабочего дня.",5,"Спасибо за отзыв. Обязательно проведем проверку в данном отделении на основание Ваших замечаний и примем меры, которые позволят оперативно решать вопросы клиентов."
4,Лев Цейтлин,https://avatars.mds.yandex.net/get-yapic/27232/VNvdvrb9pxd93fHehU4zNScSS0-1/islands-68,2023-09-05 23:34:41,"Хороший банк, хороший внимательный персонал. Помогут, подскажут, расскажут.
Только для юридических лиц! Для физлиц через дорогу напротив.",5,"Рады видеть, что вы оценили нас на 5 ⭐"
5,Иван Комаров,,2023-09-18 08:50:10,"Отличное отделение! Рекомендую!
Щеколкин Сергей, профессионал своего дела. Больше Вам таких специалистов!",5,"Иван, спасибо за пятёрку и за то, что так высоко оценили работу нашего сотрудника 👍"
6,НацКримЦентр.,https://avatars.mds.yandex.net/get-yapic/27503/7seEQqSsT31mxU0JXef7oop6Co-1/islands-68,2023-05-04 14:47:31,"Очень хорошее отделение банка ВТБ для юридических лиц. Обслуживание на высшем уровне!!! Работники банка отзывчивы, добро желательны!!! Оценка +5",5,"Спасибо, мы стараемся! Приятно, что вы это оценили 😊"
7,Андрей М.,,2023-07-21 10:48:53,"Обертка хорошая, содержание не очень!
Внешне хорошее отделение, но работают очень медленно. Принимают по одному клиенту, хотя сотрудников более чем достаточно.",2,"Благодарим за отзыв. Ваша обратная связь помогает понять, над чем нам необходимо работать. Обратим внимание руководителя на ваши замечания и примем необходимые меры. Надеемся, что в дальнейшем обслуживание будет соответствовать вашим ожиданиям."
8,Константин Ноздрев,https://avatars.mds.yandex.net/get-yapic/23134/oveWRxnQPZYdyw2cgrOod3cGKA-1/islands-68,2023-09-30 14:30:12,"Чтобы зайти в отделение, вам нужно иметь карточку данного банка. Попасть не получилось, ибо карта привязана к телефону. 0/10",1,"Благодарим за обратную связь. Замечания приняли во внимание, проверим. Простите за возможные неудобства."
9,Екатерина Козырь,,2024-04-02 10:35:35,"Отличное отделение, но только для юридических лиц . Очередей нет",5,Спасибо за обратную связь. Это помогает нам расти и развиваться 😊
