,ID,name,address,website,opening_hours,lat,lon,rating,phone,social,Персонал,Время ожидания,Банкомат,Расположение,load_time
0,sberbank/1207523189,СберБанк,"2, микрорайон 60 лет Октября, Каменск-Шахтинский",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-13:30, 'sun': выходной, ",48.303934,40.297408,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",78,52,86,,2024-08-05 03:23:27
1,sberbank/1109847271,СберБанк,"просп. Карла Маркса, 54, Каменск-Шахтинский",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-13:30, 'sun': выходной, ",48.322474,40.269264,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",95,79,,,2024-08-05 03:23:27
2,sberbank/1039895010,СберБанк,"просп. Карла Маркса, 9, Каменск-Шахтинский",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-13:30, 'sun': выходной, ",48.331951,40.274223,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",84,79,,,2024-08-05 03:23:27
3,sberbank/1040566298,СберБанк,"просп. Карла Маркса, 70, Каменск-Шахтинский",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",48.316183,40.266669,"4,4",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,27,,,2024-08-05 03:23:27
4,sberbank/1035423418,СберБанк,"Коммунистический пер., 82, Каменск-Шахтинский",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",48.324463,40.261565,"4,7",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",92,86,,90,2024-08-05 03:23:27
5,sberbank/1091911030,СберБанк,"ул. Будённого, 101, хутор Старая Станица",,"'mon': выходной, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-17:00, 'sat': 09:00-12:30, 'sun': выходной, ",48.347007,40.287096,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",93,82,,,2024-08-05 03:23:27
6,sberbank/1076212125,СберБанк,"Советская ул., 19, микрорайон Лиховской, Каменск-Шахтинский",,"'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': выходной, 'sun': выходной, ",48.155992,40.202178,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",76,35,,,2024-08-05 03:23:27
7,sberbank/93375093002,СберБанк,"Заводская ул., 2, микрорайон Заводской, Каменск-Шахтинский",,"'mon': выходной, 'tue': 08:30-17:15, 'wed': 08:30-17:15, 'thu': 08:30-17:15, 'fri': 08:30-17:15, 'sat': 08:30-13:45, 'sun': выходной, ",48.408331,40.278490,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 03:23:27
8,sberbank/1043083103,СберБанк,"Профильная ул., 127, хутор Красновка",,"'mon': 08:30-15:00, 'tue': выходной, 'wed': 08:30-15:00, 'thu': 08:30-15:00, 'fri': 08:30-15:00, 'sat': выходной, 'sun': выходной, ",48.375700,40.260910,"3,0",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 03:23:27
9,sberbank/1253274899,СберБанк,"ул. Обухова, 50, Зверево",,"'mon': 08:15-17:15, 'tue': 08:15-17:15, 'wed': 08:15-17:15, 'thu': 08:15-17:15, 'fri': 08:15-17:15, 'sat': выходной, 'sun': выходной, ",48.035691,40.120773,"4,6",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",90,89,60,,2024-08-05 03:23:27
10,sberbank/241424741821,СберБанк,"пер. Чкалова, 18, п. г. т. Глубокий",,"'mon': 08:00-16:00, 'tue': 08:00-16:00, 'wed': 08:00-16:00, 'thu': 08:00-16:00, 'fri': 08:00-16:00, 'sat': выходной, 'sun': выходной, ",48.524543,40.318114,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 03:23:27
11,sberbank/132363701483,СберБанк,"Советская ул., 9А, хутор Божковка",www.sberbank.ru,"'mon': выходной, 'tue': выходной, 'wed': выходной, 'thu': 09:00-15:00, 'fri': выходной, 'sat': выходной, 'sun': выходной, ",48.129682,40.374662,,['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 03:23:27
12,sberbank/1013808444,СберБанк,"ул. Ленина, 3, посёлок Чистоозёрный",www.sberbank.com,"'mon': 08:30-16:30, 'tue': 08:30-16:30, 'wed': 08:30-16:30, 'thu': 08:30-16:30, 'fri': 08:30-16:15, 'sat': выходной, 'sun': выходной, ",48.253482,40.425490,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 03:23:27
13,sberbank/1004276998,СберБанк,"ул. Ленина, 65, хутор Лихой",www.sberbank.ru,"'mon': выходной, 'tue': 09:00-15:00, 'wed': 09:00-15:00, 'thu': выходной, 'fri': 09:00-15:00, 'sat': выходной, 'sun': выходной, ",48.125756,40.203912,"4,3",['8 (800) 555-55-50Показать телефон'],"['http://ok.ru/sberbank', 'https://vk.com/sberbank']",,,,,2024-08-05 03:23:27
